farmer_id,username,full_name,gender,date_of_birth,age,category,aadhaar_masked,mobile,state,district,taluka,village,pincode,khasra_number,land_holding_ha,land_type,soil_type,irrigation_source,primary_crop,secondary_crop,tertiary_crop,has_kcc,kcc_bank,pm_kisan_beneficiary,mgnrega_linked,registration_date,status,gat_number,Verified_GAT,pu_id,bhudharna_prakar,pot_kharab_area_ha,aakarnee_rs,satbara_last_date,kisan_id,plot_centroid_lat,plot_centroid_lon,plot_boundary_radius_m,crop_variety,sowing_date,irrigated_status,pmfby_enrolled,pmfby_sum_insured_rs,pmfby_premium_paid_rs,bank_account_masked,ifsc_code,ndvi_baseline,ndvi_current,ndvi_drop_pct,hist_avg_yield_qtl_per_ha,last_survey_date,last_damage_score_pct,last_claim_status
MH-AS-SAT-10000021,dattatray.more47,Dattatray More,Male,1961-07-31,64,NT,XXXX-XXXX-4961,9817730091,Maharashtra,Satara,Wai,Wai_Village_65,414362,30/16,4.55,Canal-irrigated,Medium Black,Canal,Tomato,Maize,,No,State Bank of India,No,No,2024-10-01,Active,30/16,Verified,34034047118,Inam,0.0,7.75,26/10/2024,KID8325769040,17.31897,74.416234,120.3,Abhinav,2024-10-22,Rain-fed,No,0,0,XXXX8722XX,MAHB6438081,0.722,0.698,3.3,251.5,,,
MH-AS-AUR-10000019,suresh.gaikwad78,Suresh Gaikwad,Male,1976-04-20,50,NT,XXXX-XXXX-1142,9637529546,Maharashtra,Aurangabad,Sillod,Sillod_Village_10,440876,8/15,11.35,Canal-irrigated,Sandy Loam,River Lift,Moong Dal,Niger Seed,,Yes,,No,No,2023-07-09,Active,8/15,Verified,35570828113,Inam,0.0,21.61,07/10/2024,KID5744578916,19.829062,75.735644,190.1,Local Variety,2024-10-26,Rain-fed,No,0,0,XXXX9292XX,MAHB6394953,0.63,0.541,14.1,25.4,,,
MH-AS-LAT-10000018,kavita.kulkarni68,Kavita Kulkarni,Female,1995-09-02,30,NT,XXXX-XXXX-9515,9635244146,Maharashtra,Latur,Chakur,Chakur_Village_35,412772,290/34,9.51,Irrigated,Alluvial,Rain-fed,Cotton,Moong Dal,Wheat,Yes,,Yes,No,2022-09-30,Inactive,290/34,Unverified,37045593274,Shasakiya,0.0,15.74,30/12/2024,KID4615946516,18.542432,76.92245,174.0,Bt-Hybrid,2024-06-25,Irrigated,Yes,543876,10877,XXXX1432XX,MAHB3545444,0.605,0.272,55.0,20.0,,,
MH-AS-NAS-10000013,lalita.chavan86,Lalita Chavan,Female,1956-02-02,70,OBC,XXXX-XXXX-8785,7592063360,Maharashtra,Nashik,Dindori,Dindori_Village_20,429657,155/9,2.21,Well-irrigated,Medium Black,Borewell,Methi,Beetroot,Grapes,No,,Yes,No,2023-07-22,Active,155/9,Verified,37625464411,Bhogtavadar Varg-1,0.4,4.01,15/06/2024,KID8523738954,20.059264,73.923052,83.9,Local Variety,2024-10-18,Rain-fed,Yes,64546,1290,XXXX2974XX,MAHB2993265,0.688,0.655,4.8,24.2,,,
MH-AS-PUN-10000021,shobha.desai55,Shobha Desai,Female,1991-01-02,35,General,XXXX-XXXX-2225,7537966499,Maharashtra,Pune,Baramati,Baramati_Village_65,423903,987/44,4.31,Semi-irrigated,Red Laterite,Tank,Brinjal,Ginger,,Yes,DCCB Nashik,No,No,2024-02-11,Active,987/44,Verified,32785736751,Bhogtavadar Varg-1,0.0,7.27,14/07/2024,KID1413553202,18.829611,73.667821,117.1,Local Variety,2024-11-06,Rain-fed,Yes,125535,2510,XXXX6712XX,MAHB1343129,0.741,0.605,18.4,23.7,,,
MH-AS-AMR-10000016,sunita.bhosale18,Sunita Bhosale,Female,1957-12-29,68,NT,XXXX-XXXX-9358,7325624490,Maharashtra,Amravati,Achalpur,Achalpur_Village_65,434891,590/7,0.74,Canal-irrigated,Red Laterite,Well,Maize,Tur Dal,Urad Dal,No,,Yes,No,2025-02-17,Active,590/7,Verified,37099469983,Shasakiya,0.0,1.19,01/11/2024,KID7555781499,20.663005,78.09518,48.5,Ganga-11,2024-07-06,Rain-fed,Yes,18237,364,XXXX4354XX,MAHB9393352,0.663,0.468,29.4,31.1,,,
MH-AS-AUR-10000020,naresh.mane30,Naresh Mane,Male,1959-02-01,67,OBC,XXXX-XXXX-8091,7416702940,Maharashtra,Aurangabad,Gangapur,Gangapur_Village_54,414960,195/25,1.39,Semi-irrigated,Black Cotton Soil,Rain-fed,Sunflower,Tur Dal,Maize,No,Bank of Maharashtra,Yes,Yes,2025-11-07,Active,195/25,Verified,33987248494,Bhogtavadar Varg-1,0.0,2.36,28/09/2024,KID1531032806,19.875214,74.975348,66.5,Local Variety,2024-10-15,Rain-fed,No,0,0,XXXX4221XX,MAHB5464990,0.583,0.421,27.8,25.7,2025-01-14,56.9,Approved
MH-AS-NAG-10000021,ratan.kulkarni89,Ratan Kulkarni,Male,1998-12-21,27,SC,XXXX-XXXX-4919,7536907376,Maharashtra,Nagpur,Ramtek,Ramtek_Village_83,441908,113/35,2.92,Semi-irrigated,Medium Black,Canal,Moong Dal,Tomato,,Yes,,No,Yes,2024-06-23,Active,113/35,Verified,36928691380,Bhogtavadar Varg-1,0.35,5.81,30/05/2024,KID4557971034,20.974511,78.920026,96.4,Local Variety,2024-11-04,Rain-fed,Yes,76926,1538,XXXX6657XX,MAHB4379303,0.723,0.549,24.1,23.2,,,
MH-AS-SOL-10000013,narayan.kale20,Narayan Kale,Male,1965-10-04,60,NT,XXXX-XXXX-4018,9823856927,Maharashtra,Solapur,North Solapur,North Solapur_Village_37,433588,952/42,7.34,Well-irrigated,Sandy Loam,Borewell,Urad Dal,Onion,,No,,No,No,2025-05-07,Active,952/42,Verified,36805759868,Bhogtavadar Varg-1,0.0,14.1,20/08/2024,KID6372199132,17.387119,76.260829,152.9,Local Variety,2024-11-14,Rain-fed,Yes,219591,4391,XXXX7801XX,MAHB4168443,0.571,0.377,34.0,24.7,,,
MH-AS-SOL-10000014,geeta.desai30,Geeta Desai,Female,1995-05-04,31,NT,XXXX-XXXX-6123,7270252955,Maharashtra,Solapur,Mangalvedhe,Mangalvedhe_Village_89,413547,979/32,7.52,Well-irrigated,Black Cotton Soil,River Lift,Watermelon,Moong Dal,Chana Dal,No,,Yes,No,2024-08-15,Active,979/32,Verified,38531118333,Shasakiya,0.0,14.92,15/09/2024,KID2680006996,17.445354,75.931916,154.7,Local Variety,2024-10-18,Rain-fed,Yes,207284,4145,XXXX8077XX,MAHB5431096,0.692,0.561,18.9,23.3,,,
MH-AS-AUR-10000021,arjun.kadam26,Arjun Kadam,Male,1977-04-17,49,SBC,XXXX-XXXX-1781,7473619915,Maharashtra,Aurangabad,Gangapur,Gangapur_Village_73,411542,26/47,7.66,Canal-irrigated,Red Laterite,River Lift,Castor,Cotton,Moong Dal,Yes,,Yes,Yes,2023-11-18,Active,26/47,Verified,36242173772,Bhogtavadar Varg-2,0.0,13.75,05/11/2024,KID9110719180,19.517458,75.480538,156.1,Local Variety,2024-11-09,Rain-fed,Yes,194481,3889,XXXX4087XX,MAHB8127621,0.565,0.37,34.5,23.6,,,
MH-AS-LAT-10000019,sunita.nirmal73,Sunita Nirmal,Female,1960-10-30,65,ST,XXXX-XXXX-6207,8117676892,Maharashtra,Latur,Latur,Latur_Village_44,435456,645/13,8.19,Irrigated,Red Laterite,Borewell,Sesame,Linseed,Chana Dal,No,,Yes,No,2024-01-04,Active,645/13,Verified,36237376063,Bhogtavadar Varg-1,0.0,13.46,08/08/2024,KID7862214957,18.758991,76.585663,161.5,Local Variety,2024-06-20,Irrigated,Yes,197905,3958,XXXX2844XX,MAHB3864681,0.723,0.586,18.9,23.5,,,
MH-AS-DHU-10000012,sadashiv.shinde86,Sadashiv Shinde,Male,1951-04-23,75,ST,XXXX-XXXX-9491,7878645801,Maharashtra,Dhule,Shirpur,Shirpur_Village_67,421191,601/49,6.46,Irrigated,Red Laterite,Borewell,Niger Seed,Tur Dal,Chana Dal,No,,Yes,No,2023-01-25,Active,601/49,Verified,37166868574,Bhogtavadar Varg-1,0.0,11.75,20/02/2024,KID7218583495,21.016721,75.049445,143.4,Local Variety,2024-11-07,Irrigated,Yes,174174,3483,XXXX1061XX,MAHB9001647,0.706,0.649,8.1,24.9,,,
MH-AS-SOL-10000015,rajesh.lokhande90,Rajesh Lokhande,Male,1975-07-01,50,ST,XXXX-XXXX-5608,7877459372,Maharashtra,Solapur,Pandharpur,Pandharpur_Village_7,424491,610/44,0.53,Canal-irrigated,Alluvial,Tank,Watermelon,Onion,Bajra,No,Maharashtra Gramin Bank,Yes,Yes,2025-12-11,Active,610/44,Verified,35419627962,Bhogtavadar Varg-1,0.14,0.94,10/02/2025,KID7442900183,17.86534,75.666089,41.1,Local Variety,2024-10-22,Rain-fed,Yes,14448,288,XXXX9443XX,MAHB9709095,0.759,0.641,15.5,23.9,,,
MH-AS-LAT-10000020,bharat.shinde27,Bharat Shinde,Male,1969-12-05,56,SC,XXXX-XXXX-3557,9850800957,Maharashtra,Latur,Udgir,Udgir_Village_49,403281,185/17,5.07,Irrigated,Red Laterite,Borewell,Safflower,Maize,,No,Union Bank,No,Yes,2025-09-26,Active,185/17,Verified,31116402431,Inam,0.0,9.82,25/12/2024,KID3725235961,18.040382,76.943722,127.0,Local Variety,2024-11-06,Irrigated,No,0,0,XXXX7070XX,MAHB4037204,0.568,0.462,18.7,26.8,2025-04-07,37.7,Approved
MH-AS-AHM-10000015,meena.desai65,Meena Desai,Female,1952-04-30,74,General,XXXX-XXXX-8260,9616434422,Maharashtra,Ahmednagar,Rahuri,Rahuri_Village_64,432760,832/31,7.1,Rain-fed,Red Laterite,River Lift,Soybean,Tur Dal,Garlic,Yes,,Yes,No,2023-12-27,Active,832/31,Verified,38055556030,Bhogtavadar Varg-1,0.16,11.64,28/02/2024,KID7268277491,19.143239,74.969668,150.3,JS-9305,2024-06-24,Rain-fed,No,0,0,XXXX2482XX,MAHB4394439,0.756,0.643,14.9,11.7,,,
MH-AS-NAG-10000022,pushpa.yadav88,Pushpa Yadav,Female,1996-02-25,30,ST,XXXX-XXXX-8592,9297246017,Maharashtra,Nagpur,Nagpur Rural,Nagpur Rural_Village_44,403300,268/12,11.12,Rain-fed,Alluvial,Drip,Paddy,Bajra,Onion,No,,No,No,2022-08-12,Active,268/12,Verified,32982979741,Bhogtavadar Varg-1,0.0,19.96,12/03/2025,KID1640022536,21.083801,78.994909,188.1,Jyoti,2024-07-13,Rain-fed,No,0,0,XXXX6480XX,MAHB9565617,0.693,0.496,28.4,41.6,,,
MH-AS-NAG-10000023,lata.pawar88,Lata Pawar,Female,1964-02-21,62,NT,XXXX-XXXX-5762,8864497734,Maharashtra,Nagpur,Hingna,Hingna_Village_92,411459,722/8,7.48,Well-irrigated,Black Cotton Soil,Borewell,Amla,Custard Apple,,Yes,Canara Bank,No,No,2025-09-30,Inactive,722/8,Unverified,35510938155,Shasakiya,0.02,12.42,01/12/2024,KID3158185231,20.89407,79.373009,154.3,Local Variety,2024-11-02,Rain-fed,Yes,217137,4342,XXXX3923XX,MAHB6354519,0.709,0.214,69.8,23.5,,,
MH-AS-KOL-10000015,mohan.shinde43,Mohan Shinde,Male,1983-06-09,42,SBC,XXXX-XXXX-5333,9441008285,Maharashtra,Kolhapur,Karvir,Karvir_Village_46,405204,116/19,4.92,Well-irrigated,Medium Black,Canal,Groundnut,Chilli,Wheat,No,Bank of Baroda,Yes,No,2024-08-26,Active,116/19,Verified,36923206003,Bhogtavadar Varg-2,0.0,8.51,29/11/2024,KID7930586211,16.968429,73.927968,125.1,TAG-24,2024-06-21,Rain-fed,No,0,0,XXXX9574XX,MAHB8375578,0.642,0.595,7.3,20.0,,,
MH-AS-SOL-10000016,dnyanoba.nirmal65,Dnyanoba Nirmal,Male,1987-05-17,39,NT,XXXX-XXXX-4762,9320957363,Maharashtra,Solapur,Mangalvedhe,Mangalvedhe_Village_42,409095,192/36,11.22,Irrigated,Medium Black,River Lift,Pomegranate,Cotton,,Yes,,No,Yes,2023-09-15,Inactive,192/36,Unverified,36204041308,Bhogtavadar Varg-2,0.0,21.26,25/03/2025,KID1303104788,17.665941,76.005984,189.0,Bhagwa,2024-11-09,Irrigated,Yes,1135698,22713,XXXX7137XX,MAHB9036904,0.761,0.493,35.2,26.7,,,
MH-AS-PUN-10000022,dnyanoba.surve61,Dnyanoba Surve,Male,1952-09-13,73,NT,XXXX-XXXX-5493,9288801837,Maharashtra,Pune,Mulshi,Mulshi_Village_27,417659,471/39,9.09,Rain-fed,Medium Black,Rain-fed,Pomegranate,Grapes,Wheat,No,,Yes,Yes,2024-03-24,Active,471/39,Verified,36698759353,Bhogtavadar Varg-2,0.0,16.27,28/01/2025,KID7682047759,18.858671,73.718262,170.1,Bhagwa,2024-10-22,Rain-fed,Yes,896005,17920,XXXX9798XX,MAHB6512098,0.599,0.429,28.4,23.8,,,
MH-AS-SAT-10000022,mamta.kulkarni27,Mamta Kulkarni,Female,1967-10-04,58,SBC,XXXX-XXXX-9709,7775653296,Maharashtra,Satara,Satara,Satara_Village_18,406202,96/35,8.88,Canal-irrigated,Red Laterite,Canal,Guava,Soybean,,Yes,,Yes,Yes,2022-10-13,Active,96/35,Verified,36923301988,Bhogtavadar Varg-1,0.0,15.54,09/10/2024,KID4355896637,17.708046,73.944174,168.1,Local Variety,2024-11-02,Rain-fed,No,0,0,XXXX7011XX,MAHB9841443,0.62,0.475,23.4,23.9,,,
MH-AS-DHU-10000013,anita.yadav55,Anita Yadav,Female,1986-02-08,40,NT,XXXX-XXXX-4054,9922787921,Maharashtra,Dhule,Sakri,Sakri_Village_48,421056,939/11,10.71,Semi-irrigated,Medium Black,Drip,Urad Dal,Tur Dal,,Yes,DCCB Nashik,No,No,2024-01-24,Active,939/11,Verified,38868054898,Bhogtavadar Varg-1,0.0,18.83,04/01/2025,KID3460637585,20.668456,74.733297,184.6,Local Variety,2024-10-30,Rain-fed,Yes,277347,5546,XXXX5913XX,MAHB1050789,0.755,0.578,23.4,23.1,2025-02-14,17.2,Pending Review
MH-AS-JAL-10000014,vimal.gavit27,Vimal Gavit,Female,1965-11-02,60,ST,XXXX-XXXX-6275,9229755169,Maharashtra,Jalgaon,Bhusawal,Bhusawal_Village_4,436844,360/32,11.18,Canal-irrigated,Medium Black,Borewell,Sugarcane,Groundnut,,Yes,,No,Yes,2023-11-07,Active,360/32,Verified,35646751885,Bhogtavadar Varg-2,0.35,19.94,19/03/2025,KID4407761940,20.660517,75.868947,188.6,Co-86032,2024-07-10,Rain-fed,Yes,808977,16179,XXXX1092XX,MAHB9035074,0.659,0.557,15.5,698.5,,,
MH-AS-SAT-10000023,dinesh.salve14,Dinesh Salve,Male,1955-11-29,70,General,XXXX-XXXX-8246,9498533429,Maharashtra,Satara,Karad,Karad_Village_42,419255,301/31,11.06,Well-irrigated,Medium Black,Canal,Jowar,Groundnut,Onion,No,,Yes,Yes,2025-02-27,Inactive,301/31,Unverified,39673185158,Bhogtavadar Varg-2,0.0,21.17,20/04/2024,KID5340252779,17.937414,73.927781,187.6,Phule Vasudha,2024-06-16,Rain-fed,Yes,223519,4470,XXXX3565XX,MAHB4313886,0.806,0.433,46.3,19.2,,,
MH-AS-OSM-10000017,meena.mahale72,Meena Mahale,Female,1983-10-10,42,General,XXXX-XXXX-4950,9454519062,Maharashtra,Osmanabad,Osmanabad,Osmanabad_Village_73,403084,618/1,1.66,Canal-irrigated,Red Laterite,Rain-fed,Sunflower,Jowar,Chana Dal,No,,Yes,No,2023-12-10,Active,618/1,Verified,33316787198,Shasakiya,0.39,3.25,08/08/2024,KID5674741768,18.126044,76.045286,72.7,Local Variety,2024-10-24,Rain-fed,Yes,42244,844,XXXX4629XX,MAHB8668452,0.673,0.652,3.1,23.9,,,
MH-AS-NAN-10000020,vandana.gaikwad81,Vandana Gaikwad,Female,1948-08-14,77,SBC,XXXX-XXXX-5656,9379966141,Maharashtra,Nanded,Bhokar,Bhokar_Village_22,424525,931/25,9.94,Canal-irrigated,Black Cotton Soil,Borewell,Tomato,Maize,Chana Dal,Yes,,No,Yes,2024-10-16,Active,931/25,Verified,32503068227,Shasakiya,0.0,19.7,19/08/2024,KID2966661174,19.367066,77.709825,177.9,Abhinav,2024-10-21,Rain-fed,No,0,0,XXXX1880XX,MAHB7667927,0.636,0.515,19.0,251.3,,,
MH-AS-SAN-10000027,vilas.kulkarni89,Vilas Kulkarni,Male,1952-11-25,73,SBC,XXXX-XXXX-2630,7497948848,Maharashtra,Sangli,Jat,Jat_Village_7,431221,64/22,4.96,Canal-irrigated,Black Cotton Soil,Rain-fed,Tomato,Turmeric,Groundnut,No,Bank of Maharashtra,Yes,No,2024-05-27,Active,64/22,Verified,33792347639,Bhogtavadar Varg-1,0.0,9.5,30/03/2025,KID1359313098,16.584592,74.881812,125.7,Abhinav,2024-10-27,Rain-fed,No,0,0,XXXX4188XX,MAHB2880630,0.636,0.587,7.7,248.3,,,
MH-AS-DHU-10000014,sunita.jadhav17,Sunita Jadhav,Female,1978-07-30,47,NT,XXXX-XXXX-3021,7610020914,Maharashtra,Dhule,Sakri,Sakri_Village_36,404142,351/31,2.69,Semi-irrigated,Red Laterite,Drip,Cotton,Tomato,,No,Bank of Maharashtra,No,No,2023-03-30,Active,351/31,Verified,33799264931,Bhogtavadar Varg-1,0.06,4.64,26/04/2024,KID5008145034,20.695385,75.081489,92.5,Bt-Hybrid,2024-07-11,Rain-fed,Yes,137483,2749,XXXX6647XX,MAHB1740568,0.664,0.549,17.3,19.4,,,
MH-AS-DHU-10000015,arjun.mahale72,Arjun Mahale,Male,1962-03-19,64,SBC,XXXX-XXXX-9581,7853820446,Maharashtra,Dhule,Sakri,Sakri_Village_92,414512,480/34,10.55,Rain-fed,Medium Black,Canal,Urad Dal,Moong Dal,Linseed,No,,No,No,2024-08-06,Inactive,480/34,Unverified,34239406957,Bhogtavadar Varg-2,0.13,19.78,30/07/2024,KID4335832505,20.644811,74.818428,183.3,Local Variety,2024-11-05,Rain-fed,Yes,315938,6318,XXXX4847XX,MAHB9949795,0.604,0.188,68.9,26.2,,,
MH-AS-NAN-10000021,usha.bhosale42,Usha Bhosale,Female,1988-09-17,37,SBC,XXXX-XXXX-3251,9044349568,Maharashtra,Nanded,Mudkhed,Mudkhed_Village_5,416543,304/43,5.26,Semi-irrigated,Red Laterite,Well,Cotton,Chilli,,Yes,Bank of Baroda,Yes,No,2025-11-03,Active,304/43,Verified,35078551333,Bhogtavadar Varg-1,0.0,9.34,22/06/2024,KID2282988009,19.309883,77.495039,129.4,Bt-Hybrid,2024-06-29,Rain-fed,Yes,289187,5783,XXXX2649XX,MAHB2007967,0.592,0.519,12.3,20.5,,,
MH-AS-JAL-10000015,mahesh.kadam58,Mahesh Kadam,Male,1997-04-11,29,NT,XXXX-XXXX-3765,8493311471,Maharashtra,Jalgaon,Bhusawal,Bhusawal_Village_47,436062,549/16,8.04,Semi-irrigated,Medium Black,Canal,Cotton,Papaya,Onion,No,Maharashtra Gramin Bank,No,Yes,2025-11-25,Active,549/16,Verified,39677466102,Bhogtavadar Varg-2,0.0,13.68,27/02/2025,KID1491912577,21.045463,75.958703,160.0,Bt-Hybrid,2024-07-11,Rain-fed,Yes,423878,8477,XXXX4195XX,MAHB1730769,0.778,0.694,10.8,19.8,,,
MH-AS-JAL-10000016,ganesh.gavit16,Ganesh Gavit,Male,1967-11-08,58,ST,XXXX-XXXX-2092,8330230843,Maharashtra,Jalgaon,Chalisgaon,Chalisgaon_Village_21,419211,136/1,6.29,Well-irrigated,Red Laterite,Rain-fed,Bajra,Chilli,,No,,Yes,Yes,2023-01-27,Active,136/1,Verified,31654477195,Bhogtavadar Varg-2,0.0,12.18,20/08/2024,KID8436287236,21.115882,75.813198,141.5,GHB-732,2024-06-23,Rain-fed,No,0,0,XXXX7501XX,MAHB9306630,0.638,0.516,19.1,17.0,,,
MH-AS-OSM-10000018,vimal.gavit17,Vimal Gavit,Female,1950-07-28,75,NT,XXXX-XXXX-8006,8339082795,Maharashtra,Osmanabad,Omerga,Omerga_Village_9,434529,644/12,3.24,Well-irrigated,Sandy Loam,Canal,Jowar,Sunflower,,No,Bank of Maharashtra,No,Yes,2025-06-08,Inactive,644/12,Unverified,35837082260,Shasakiya,0.0,5.23,23/07/2024,KID8336121677,17.963621,75.718191,101.6,Phule Vasudha,2024-07-14,Rain-fed,Yes,58415,1168,XXXX8799XX,MAHB4922302,0.67,0.207,69.1,16.9,,,
MH-AS-NAS-10000014,rajesh.shinde99,Rajesh Shinde,Male,1977-08-20,48,SBC,XXXX-XXXX-8940,9199888953,Maharashtra,Nashik,Nashik,Nashik_Village_57,411793,969/48,3.73,Rain-fed,Red Laterite,Rain-fed,Onion,Coriander,Capsicum,No,,No,No,2023-12-02,Inactive,969/48,Unverified,33875303857,Bhogtavadar Varg-1,0.0,7.31,31/07/2024,KID3753729559,20.162156,73.829975,109.0,Bhima Raj,2024-07-12,Rain-fed,No,0,0,XXXX5727XX,MAHB7750652,0.78,0.297,61.9,199.5,,,
MH-AS-SOL-10000017,lata.jadhav77,Lata Jadhav,Female,1968-03-04,58,ST,XXXX-XXXX-5748,7510106921,Maharashtra,Solapur,Pandharpur,Pandharpur_Village_83,428771,318/5,8.42,Semi-irrigated,Black Cotton Soil,Drip,Soybean,Watermelon,,Yes,State Bank of India,Yes,No,2024-01-28,Active,318/5,Verified,36231117883,Bhogtavadar Varg-1,0.28,15.03,08/01/2025,KID9972176055,17.440622,75.640814,163.7,JS-9305,2024-07-08,Rain-fed,Yes,225351,4507,XXXX9273XX,MAHB6044972,0.739,0.543,26.5,11.9,,,
MH-AS-AMR-10000017,narayan.kadam28,Narayan Kadam,Male,1967-07-05,58,NT,XXXX-XXXX-2148,7259038736,Maharashtra,Amravati,Daryapur,Daryapur_Village_8,440088,80/5,8.93,Canal-irrigated,Red Laterite,Canal,Soybean,Niger Seed,Sunflower,No,Union Bank,No,Yes,2025-09-30,Active,80/5,Verified,38299146480,Bhogtavadar Varg-1,0.0,16.56,18/02/2024,KID5774111626,21.279479,77.372681,168.6,JS-9305,2024-06-16,Rain-fed,Yes,261696,5233,XXXX6462XX,MAHB1694873,0.8,0.701,12.4,11.0,,,
MH-AS-NAN-10000022,baburao.pawar20,Baburao Pawar,Male,1977-06-13,48,General,XXXX-XXXX-7291,8710807949,Maharashtra,Nanded,Bhokar,Bhokar_Village_58,433966,841/42,9.93,Irrigated,Alluvial,Drip,Soybean,Cotton,,Yes,,No,No,2024-07-01,Active,841/42,Verified,38588769565,Bhogtavadar Varg-1,0.17,18.51,09/06/2024,KID4597102555,19.029676,76.926435,177.8,JS-9305,2024-06-20,Irrigated,Yes,250468,5009,XXXX5674XX,MAHB9673007,0.686,0.584,14.9,10.9,2024-12-29,32.3,Flagged
MH-AS-AHM-10000016,dattatray.dhere66,Dattatray Dhere,Male,1992-01-23,34,OBC,XXXX-XXXX-6551,7482045591,Maharashtra,Ahmednagar,Shrirampur,Shrirampur_Village_57,412097,755/42,8.89,Well-irrigated,Red Laterite,Well,Pomegranate,Groundnut,Sunflower,Yes,Maharashtra Gramin Bank,No,No,2023-01-27,Active,755/42,Verified,34518871744,Bhogtavadar Varg-1,0.0,17.41,06/08/2024,KID6573885101,18.923275,75.014937,168.2,Bhagwa,2024-10-21,Rain-fed,No,0,0,XXXX9105XX,MAHB3049573,0.758,0.722,4.7,24.6,,,
MH-AS-AUR-10000022,geeta.shinde94,Geeta Shinde,Female,1977-11-10,48,ST,XXXX-XXXX-3376,9264787304,Maharashtra,Aurangabad,Sillod,Sillod_Village_23,414820,179/30,8.29,Well-irrigated,Medium Black,Rain-fed,Tur Dal,Moong Dal,Castor,Yes,Bank of Baroda,No,Yes,2024-06-14,Active,179/30,Verified,39438411468,Bhogtavadar Varg-1,0.0,15.38,09/06/2024,KID5478877727,19.691392,75.180969,162.4,Local Variety,2024-11-02,Rain-fed,Yes,208520,4170,XXXX5241XX,MAHB5247795,0.553,0.47,15.0,23.5,,,
MH-AS-NAN-10000023,sanjay.surve49,Sanjay Surve,Male,1985-05-31,40,ST,XXXX-XXXX-9093,9825864593,Maharashtra,Nanded,Hadgaon,Hadgaon_Village_30,405168,368/2,4.53,Irrigated,Red Laterite,Tank,Cotton,Paddy,,Yes,State Bank of India,Yes,No,2024-02-03,Active,368/2,Verified,39410288290,Bhogtavadar Varg-1,0.0,8.36,06/12/2024,KID6369176571,19.039355,77.490697,120.1,Bt-Hybrid,2024-06-17,Irrigated,Yes,251616,5032,XXXX7831XX,MAHB4824216,0.683,0.578,15.4,20.0,,,
MH-AS-DHU-10000016,vitthal.mahale14,Vitthal Mahale,Male,1992-07-04,33,OBC,XXXX-XXXX-1733,8376800224,Maharashtra,Dhule,Sindkheda,Sindkheda_Village_14,418531,497/3,4.91,Semi-irrigated,Sandy Loam,Rain-fed,Soybean,Maize,,Yes,State Bank of India,No,No,2025-12-08,Active,497/3,Verified,34070964768,Bhogtavadar Varg-1,0.0,7.99,10/05/2024,KID2500848383,20.678983,74.740617,125.0,JS-9305,2024-06-17,Rain-fed,Yes,122130,2442,XXXX8188XX,MAHB3657257,0.638,0.471,26.2,12.5,2025-03-15,18.1,Flagged
MH-AS-AUR-10000023,savita.jadhav56,Savita Jadhav,Female,1974-11-13,51,General,XXXX-XXXX-8890,7021348261,Maharashtra,Aurangabad,Aurangabad,Aurangabad_Village_70,427950,78/29,4.19,Semi-irrigated,Black Cotton Soil,Well,Cotton,Tomato,,Yes,DCCB Pune,No,No,2023-02-18,Active,78/29,Verified,39916336966,Bhogtavadar Varg-1,0.0,7.57,10/07/2024,KID2495109186,19.498809,75.272986,115.5,Bt-Hybrid,2024-06-27,Rain-fed,No,0,0,XXXX9955XX,MAHB3648891,0.736,0.703,4.5,21.1,,,
MH-AS-SAT-10000024,sanjay.dhere40,Sanjay Dhere,Male,1993-12-29,32,General,XXXX-XXXX-5185,7882541700,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar_Village_13,401777,98/1,1.08,Rain-fed,Black Cotton Soil,Well,Groundnut,Garlic,Turmeric,Yes,Bank of Maharashtra,Yes,Yes,2024-04-25,Active,98/1,Verified,33693985578,Bhogtavadar Varg-1,0.2,1.79,19/03/2024,KID9774689619,17.327514,73.877414,58.6,TAG-24,2024-06-20,Rain-fed,No,0,0,XXXX6565XX,MAHB6912174,0.605,0.557,7.9,16.8,2024-12-06,64.8,Pending Review
MH-AS-SAN-10000028,mamta.bhosale54,Mamta Bhosale,Female,1991-04-23,35,General,XXXX-XXXX-9392,8685167024,Maharashtra,Sangli,Walwa,Walwa_Village_75,415156,721/11,4.19,Irrigated,Red Laterite,Drip,Grapes,Soybean,Pomegranate,No,,No,Yes,2024-04-26,Active,721/11,Verified,38612747444,Bhogtavadar Varg-1,0.0,7.94,17/12/2024,KID4925311337,16.533454,74.960751,115.5,Thompson Seedless,2024-11-01,Irrigated,No,0,0,XXXX5182XX,MAHB4623072,0.632,0.604,4.4,25.3,,,
MH-AS-NAN-10000024,anita.shinde14,Anita Shinde,Female,1954-02-08,72,OBC,XXXX-XXXX-6579,9116717846,Maharashtra,Nanded,Bhokar,Bhokar_Village_1,422382,755/45,7.02,Canal-irrigated,Red Laterite,Well,Wheat,Jowar,Sugarcane,Yes,,Yes,No,2024-11-03,Active,755/45,Verified,34361393222,Bhogtavadar Varg-2,0.0,12.67,30/08/2024,KID4654247529,18.750382,77.403857,149.5,HD-2781,2024-10-28,Rain-fed,Yes,222731,4454,XXXX4499XX,MAHB6698331,0.715,0.613,14.3,36.9,,,
